work_id,author_id
https://openalex.org/W2991174570,https://openalex.org/A5030771199
https://openalex.org/W3046645889,https://openalex.org/A5030771199
https://openalex.org/W3179137246,https://openalex.org/A5030771199
https://openalex.org/W3193825102,https://openalex.org/A5030771199
https://openalex.org/W4212907827,https://openalex.org/A5030771199
https://openalex.org/W2747011150,https://openalex.org/A5030771199
https://openalex.org/W2999017970,https://openalex.org/A5030771199
https://openalex.org/W4360984911,https://openalex.org/A5030771199
https://openalex.org/W4361741795,https://openalex.org/A5030771199
https://openalex.org/W4400329271,https://openalex.org/A5030771199
https://openalex.org/W4401370685,https://openalex.org/A5030771199
https://openalex.org/W4409771713,https://openalex.org/A5030771199
https://openalex.org/W4409983449,https://openalex.org/A5030771199
https://openalex.org/W2894512895,https://openalex.org/A5056478165
https://openalex.org/W2266544703,https://openalex.org/A5056478165
https://openalex.org/W3132774661,https://openalex.org/A5056478165
https://openalex.org/W3017119709,https://openalex.org/A5056478165
https://openalex.org/W4402101272,https://openalex.org/A5056478165
https://openalex.org/W4313134186,https://openalex.org/A5056478165
https://openalex.org/W2624883961,https://openalex.org/A5056478165
https://openalex.org/W4313171181,https://openalex.org/A5056478165
https://openalex.org/W2753891661,https://openalex.org/A5056478165
https://openalex.org/W2991248295,https://openalex.org/A5056478165
https://openalex.org/W4205675171,https://openalex.org/A5056478165
https://openalex.org/W3200703952,https://openalex.org/A5056478165
https://openalex.org/W2621850657,https://openalex.org/A5056478165
https://openalex.org/W2624757667,https://openalex.org/A5056478165
https://openalex.org/W2742241498,https://openalex.org/A5056478165
https://openalex.org/W2786619048,https://openalex.org/A5056478165
https://openalex.org/W2786950239,https://openalex.org/A5056478165
https://openalex.org/W2915613772,https://openalex.org/A5056478165
https://openalex.org/W3016614664,https://openalex.org/A5056478165
https://openalex.org/W3172314418,https://openalex.org/A5056478165
https://openalex.org/W3189178070,https://openalex.org/A5056478165
https://openalex.org/W3193351893,https://openalex.org/A5056478165
https://openalex.org/W3193668680,https://openalex.org/A5056478165
https://openalex.org/W3196077172,https://openalex.org/A5056478165
https://openalex.org/W3204230765,https://openalex.org/A5056478165
https://openalex.org/W2601557648,https://openalex.org/A5018510872
https://openalex.org/W4396664184,https://openalex.org/A5018510872
https://openalex.org/W3085849944,https://openalex.org/A5018510872
https://openalex.org/W4360861171,https://openalex.org/A5018510872
https://openalex.org/W4405541004,https://openalex.org/A5018510872
https://openalex.org/W3167417981,https://openalex.org/A5018510872
https://openalex.org/W2746457089,https://openalex.org/A5018510872
https://openalex.org/W2999461869,https://openalex.org/A5018510872
https://openalex.org/W4226420949,https://openalex.org/A5018510872
https://openalex.org/W4311122974,https://openalex.org/A5018510872
https://openalex.org/W4220806056,https://openalex.org/A5018510872
https://openalex.org/W4405219539,https://openalex.org/A5018510872
https://openalex.org/W4391149108,https://openalex.org/A5018510872
https://openalex.org/W2182165015,https://openalex.org/A5018510872
https://openalex.org/W3110640964,https://openalex.org/A5018510872
https://openalex.org/W4224011385,https://openalex.org/A5018510872
https://openalex.org/W3048181308,https://openalex.org/A5018510872
https://openalex.org/W4225357255,https://openalex.org/A5018510872
https://openalex.org/W4226334842,https://openalex.org/A5018510872
https://openalex.org/W4385312824,https://openalex.org/A5018510872
https://openalex.org/W2808835342,https://openalex.org/A5018510872
https://openalex.org/W4206448472,https://openalex.org/A5018510872
https://openalex.org/W4223965391,https://openalex.org/A5018510872
https://openalex.org/W4399306221,https://openalex.org/A5018510872
https://openalex.org/W4400100553,https://openalex.org/A5018510872
https://openalex.org/W2759388092,https://openalex.org/A5084049468
https://openalex.org/W3007086291,https://openalex.org/A5084049468
https://openalex.org/W3128548245,https://openalex.org/A5084049468
https://openalex.org/W3092563746,https://openalex.org/A5084049468
https://openalex.org/W4313184345,https://openalex.org/A5084049468
https://openalex.org/W2985871967,https://openalex.org/A5084049468
https://openalex.org/W2990732584,https://openalex.org/A5084049468
https://openalex.org/W4200225422,https://openalex.org/A5084049468
https://openalex.org/W2981581776,https://openalex.org/A5084049468
https://openalex.org/W3109559858,https://openalex.org/A5084049468
https://openalex.org/W2892527240,https://openalex.org/A5084049468
https://openalex.org/W2784252704,https://openalex.org/A5084049468
https://openalex.org/W3048170904,https://openalex.org/A5084049468
https://openalex.org/W2990635295,https://openalex.org/A5084049468
https://openalex.org/W3198422894,https://openalex.org/A5084049468
https://openalex.org/W3048025658,https://openalex.org/A5084049468
https://openalex.org/W2922930573,https://openalex.org/A5084049468
https://openalex.org/W3139619756,https://openalex.org/A5084049468
https://openalex.org/W4388682770,https://openalex.org/A5084049468
https://openalex.org/W2893825287,https://openalex.org/A5084049468
https://openalex.org/W3047881258,https://openalex.org/A5084049468
https://openalex.org/W4307879457,https://openalex.org/A5084049468
https://openalex.org/W2917864596,https://openalex.org/A5084049468
https://openalex.org/W2954856620,https://openalex.org/A5084049468
https://openalex.org/W2991554082,https://openalex.org/A5084049468
https://openalex.org/W2168442976,https://openalex.org/A5014047994
https://openalex.org/W2115309022,https://openalex.org/A5014047994
https://openalex.org/W2047402856,https://openalex.org/A5014047994
https://openalex.org/W2048794622,https://openalex.org/A5014047994
https://openalex.org/W1548799853,https://openalex.org/A5014047994
https://openalex.org/W2896572957,https://openalex.org/A5014047994
https://openalex.org/W1969571083,https://openalex.org/A5014047994
https://openalex.org/W1973676308,https://openalex.org/A5014047994
https://openalex.org/W2151801073,https://openalex.org/A5014047994
https://openalex.org/W2463480065,https://openalex.org/A5014047994
https://openalex.org/W1820620827,https://openalex.org/A5014047994
https://openalex.org/W2085874744,https://openalex.org/A5014047994
https://openalex.org/W3129564589,https://openalex.org/A5014047994
https://openalex.org/W2755566271,https://openalex.org/A5014047994
https://openalex.org/W1882034605,https://openalex.org/A5014047994
https://openalex.org/W4324387291,https://openalex.org/A5014047994
https://openalex.org/W1499316341,https://openalex.org/A5014047994
https://openalex.org/W2097393408,https://openalex.org/A5014047994
https://openalex.org/W4244098797,https://openalex.org/A5014047994
https://openalex.org/W2139830687,https://openalex.org/A5014047994
https://openalex.org/W2116193127,https://openalex.org/A5014047994
https://openalex.org/W2031695285,https://openalex.org/A5014047994
https://openalex.org/W2538991580,https://openalex.org/A5014047994
https://openalex.org/W1999879980,https://openalex.org/A5014047994
https://openalex.org/W16901755,https://openalex.org/A5014047994
https://openalex.org/W4210473407,https://openalex.org/A5078807433
https://openalex.org/W4382798105,https://openalex.org/A5078807433
https://openalex.org/W3037416520,https://openalex.org/A5078807433
https://openalex.org/W4214606239,https://openalex.org/A5078807433
https://openalex.org/W4210682991,https://openalex.org/A5078807433
https://openalex.org/W3142516510,https://openalex.org/A5078807433
https://openalex.org/W4313788434,https://openalex.org/A5078807433
https://openalex.org/W4386475333,https://openalex.org/A5078807433
https://openalex.org/W2248908263,https://openalex.org/A5078807433
https://openalex.org/W3109009825,https://openalex.org/A5078807433
https://openalex.org/W2987704880,https://openalex.org/A5078807433
https://openalex.org/W2990442978,https://openalex.org/A5078807433
https://openalex.org/W4308340946,https://openalex.org/A5078807433
https://openalex.org/W4200207599,https://openalex.org/A5078807433
https://openalex.org/W4308339346,https://openalex.org/A5078807433
https://openalex.org/W2988072733,https://openalex.org/A5078807433
https://openalex.org/W2908797480,https://openalex.org/A5078807433
https://openalex.org/W3198208682,https://openalex.org/A5078807433
https://openalex.org/W2893860907,https://openalex.org/A5078807433
https://openalex.org/W2995504879,https://openalex.org/A5078807433
https://openalex.org/W2944449776,https://openalex.org/A5078807433
https://openalex.org/W3047962985,https://openalex.org/A5078807433
https://openalex.org/W3151106980,https://openalex.org/A5078807433
https://openalex.org/W1599342794,https://openalex.org/A5078807433
https://openalex.org/W3048000922,https://openalex.org/A5078807433
https://openalex.org/W4210415207,https://openalex.org/A5006444563
https://openalex.org/W4225949184,https://openalex.org/A5006444563
https://openalex.org/W4379472563,https://openalex.org/A5006444563
https://openalex.org/W2564123186,https://openalex.org/A5006444563
https://openalex.org/W3188112137,https://openalex.org/A5006444563
https://openalex.org/W2978784338,https://openalex.org/A5006444563
https://openalex.org/W2754719099,https://openalex.org/A5006444563
https://openalex.org/W3162303245,https://openalex.org/A5006444563
https://openalex.org/W3181437039,https://openalex.org/A5006444563
https://openalex.org/W3091963519,https://openalex.org/A5006444563
https://openalex.org/W3171023377,https://openalex.org/A5006444563
https://openalex.org/W4283799866,https://openalex.org/A5006444563
https://openalex.org/W4313788444,https://openalex.org/A5006444563
https://openalex.org/W4312648297,https://openalex.org/A5006444563
https://openalex.org/W2215485843,https://openalex.org/A5006444563
https://openalex.org/W3191917061,https://openalex.org/A5006444563
https://openalex.org/W4313788423,https://openalex.org/A5006444563
https://openalex.org/W2751104459,https://openalex.org/A5006444563
https://openalex.org/W2963770420,https://openalex.org/A5006444563
https://openalex.org/W3015218426,https://openalex.org/A5006444563
https://openalex.org/W3092044263,https://openalex.org/A5006444563
https://openalex.org/W3045234045,https://openalex.org/A5006444563
https://openalex.org/W4361767674,https://openalex.org/A5006444563
https://openalex.org/W2962771359,https://openalex.org/A5006444563
https://openalex.org/W4285319656,https://openalex.org/A5006444563
https://openalex.org/W3137989387,https://openalex.org/A5069245197
https://openalex.org/W4205949554,https://openalex.org/A5069245197
https://openalex.org/W4400566960,https://openalex.org/A5069245197
https://openalex.org/W3168156597,https://openalex.org/A5069245197
https://openalex.org/W4388732496,https://openalex.org/A5069245197
https://openalex.org/W3039368697,https://openalex.org/A5069245197
https://openalex.org/W4286741993,https://openalex.org/A5069245197
https://openalex.org/W3003763816,https://openalex.org/A5069245197
https://openalex.org/W3116410753,https://openalex.org/A5069245197
https://openalex.org/W3202897979,https://openalex.org/A5069245197
https://openalex.org/W4402244948,https://openalex.org/A5069245197
https://openalex.org/W4403394652,https://openalex.org/A5069245197
https://openalex.org/W3205419477,https://openalex.org/A5069245197
https://openalex.org/W3028573338,https://openalex.org/A5069245197
https://openalex.org/W3200157964,https://openalex.org/A5069245197
https://openalex.org/W3096361773,https://openalex.org/A5069245197
https://openalex.org/W3206302300,https://openalex.org/A5069245197
https://openalex.org/W3207277905,https://openalex.org/A5069245197
https://openalex.org/W3217603626,https://openalex.org/A5069245197
https://openalex.org/W4312853974,https://openalex.org/A5069245197
https://openalex.org/W2915913232,https://openalex.org/A5069245197
https://openalex.org/W3208010065,https://openalex.org/A5069245197
https://openalex.org/W4317753325,https://openalex.org/A5069245197
https://openalex.org/W4352989825,https://openalex.org/A5069245197
https://openalex.org/W4364295881,https://openalex.org/A5069245197
https://openalex.org/W2990280718,https://openalex.org/A5028531998
https://openalex.org/W2991026430,https://openalex.org/A5028531998
https://openalex.org/W4289865886,https://openalex.org/A5028531998
https://openalex.org/W3210910700,https://openalex.org/A5028531998
https://openalex.org/W3048014952,https://openalex.org/A5028531998
https://openalex.org/W4285739208,https://openalex.org/A5028531998
https://openalex.org/W2892428258,https://openalex.org/A5028531998
https://openalex.org/W2954713725,https://openalex.org/A5028531998
https://openalex.org/W4200284388,https://openalex.org/A5028531998
https://openalex.org/W4367551442,https://openalex.org/A5028531998
https://openalex.org/W3208089869,https://openalex.org/A5028531998
https://openalex.org/W4381252256,https://openalex.org/A5028531998
https://openalex.org/W4391261144,https://openalex.org/A5028531998
https://openalex.org/W2908797480,https://openalex.org/A5028531998
https://openalex.org/W3048243978,https://openalex.org/A5028531998
https://openalex.org/W2990805456,https://openalex.org/A5028531998
https://openalex.org/W2939956704,https://openalex.org/A5028531998
https://openalex.org/W2991095291,https://openalex.org/A5028531998
https://openalex.org/W4402101272,https://openalex.org/A5028531998
https://openalex.org/W2919194082,https://openalex.org/A5028531998
https://openalex.org/W3016277437,https://openalex.org/A5028531998
https://openalex.org/W3047696606,https://openalex.org/A5028531998
https://openalex.org/W4387443582,https://openalex.org/A5028531998
https://openalex.org/W2893470119,https://openalex.org/A5028531998
https://openalex.org/W2894133147,https://openalex.org/A5028531998
https://openalex.org/W2907811634,https://openalex.org/A5017401869
https://openalex.org/W2893816895,https://openalex.org/A5017401869
https://openalex.org/W2906175370,https://openalex.org/A5017401869
https://openalex.org/W4381053011,https://openalex.org/A5017401869
https://openalex.org/W2906596282,https://openalex.org/A5017401869
https://openalex.org/W2991568115,https://openalex.org/A5017401869
https://openalex.org/W2990360056,https://openalex.org/A5017401869
https://openalex.org/W2894438172,https://openalex.org/A5017401869
https://openalex.org/W2593488418,https://openalex.org/A5017401869
https://openalex.org/W2989859625,https://openalex.org/A5017401869
https://openalex.org/W3019189676,https://openalex.org/A5017401869
https://openalex.org/W3191971412,https://openalex.org/A5017401869
https://openalex.org/W3047850478,https://openalex.org/A5017401869
https://openalex.org/W2914260670,https://openalex.org/A5017401869
https://openalex.org/W2982958117,https://openalex.org/A5017401869
https://openalex.org/W2997135135,https://openalex.org/A5017401869
https://openalex.org/W3119614183,https://openalex.org/A5017401869
https://openalex.org/W4313788450,https://openalex.org/A5017401869
https://openalex.org/W2784566573,https://openalex.org/A5017401869
https://openalex.org/W2907748004,https://openalex.org/A5017401869
https://openalex.org/W3008807718,https://openalex.org/A5017401869
https://openalex.org/W3048328153,https://openalex.org/A5017401869
https://openalex.org/W3094124146,https://openalex.org/A5017401869
https://openalex.org/W4295991181,https://openalex.org/A5017401869
https://openalex.org/W4386742047,https://openalex.org/A5017401869
https://openalex.org/W4308353978,https://openalex.org/A5030175831
https://openalex.org/W4225949184,https://openalex.org/A5030175831
https://openalex.org/W3196599648,https://openalex.org/A5030175831
https://openalex.org/W3159655575,https://openalex.org/A5030175831
https://openalex.org/W3172946616,https://openalex.org/A5030175831
https://openalex.org/W4210587808,https://openalex.org/A5030175831
https://openalex.org/W3125012814,https://openalex.org/A5030175831
https://openalex.org/W3177771029,https://openalex.org/A5030175831
https://openalex.org/W4315498775,https://openalex.org/A5030175831
https://openalex.org/W3047079516,https://openalex.org/A5030175831
https://openalex.org/W3165386901,https://openalex.org/A5030175831
https://openalex.org/W4220924045,https://openalex.org/A5030175831
https://openalex.org/W2978784338,https://openalex.org/A5030175831
https://openalex.org/W4389281591,https://openalex.org/A5030175831
https://openalex.org/W3181129308,https://openalex.org/A5030175831
https://openalex.org/W4210353173,https://openalex.org/A5030175831
https://openalex.org/W4360983226,https://openalex.org/A5030175831
https://openalex.org/W3164779507,https://openalex.org/A5030175831
https://openalex.org/W3156475228,https://openalex.org/A5030175831
https://openalex.org/W4361015427,https://openalex.org/A5030175831
https://openalex.org/W2215485843,https://openalex.org/A5030175831
https://openalex.org/W3162647720,https://openalex.org/A5030175831
https://openalex.org/W4376853813,https://openalex.org/A5030175831
https://openalex.org/W2915386593,https://openalex.org/A5030175831
https://openalex.org/W2991274352,https://openalex.org/A5030175831
https://openalex.org/W2974618207,https://openalex.org/A5071403610
https://openalex.org/W4210473407,https://openalex.org/A5071403610
https://openalex.org/W4226285207,https://openalex.org/A5071403610
https://openalex.org/W2915371472,https://openalex.org/A5071403610
https://openalex.org/W4210682991,https://openalex.org/A5071403610
https://openalex.org/W2918243505,https://openalex.org/A5071403610
https://openalex.org/W4313788434,https://openalex.org/A5071403610
https://openalex.org/W2989742979,https://openalex.org/A5071403610
https://openalex.org/W3196619010,https://openalex.org/A5071403610
https://openalex.org/W2593182262,https://openalex.org/A5071403610
https://openalex.org/W2990792725,https://openalex.org/A5071403610
https://openalex.org/W3195742685,https://openalex.org/A5071403610
https://openalex.org/W2613480204,https://openalex.org/A5071403610
https://openalex.org/W2979663676,https://openalex.org/A5071403610
https://openalex.org/W2990677691,https://openalex.org/A5071403610
https://openalex.org/W4313041627,https://openalex.org/A5071403610
https://openalex.org/W4387313644,https://openalex.org/A5071403610
https://openalex.org/W4391128930,https://openalex.org/A5071403610
https://openalex.org/W3048066830,https://openalex.org/A5071403610
https://openalex.org/W4381336320,https://openalex.org/A5071403610
https://openalex.org/W2766144335,https://openalex.org/A5071403610
https://openalex.org/W3216837850,https://openalex.org/A5071403610
https://openalex.org/W2766773087,https://openalex.org/A5071403610
https://openalex.org/W2892736947,https://openalex.org/A5071403610
https://openalex.org/W2289419926,https://openalex.org/A5071403610
https://openalex.org/W2991446667,https://openalex.org/A5089582996
https://openalex.org/W2990917708,https://openalex.org/A5089582996
https://openalex.org/W4210614996,https://openalex.org/A5089582996
https://openalex.org/W2915371472,https://openalex.org/A5089582996
https://openalex.org/W2990344814,https://openalex.org/A5089582996
https://openalex.org/W2989696809,https://openalex.org/A5089582996
https://openalex.org/W3048141075,https://openalex.org/A5089582996
https://openalex.org/W2990512813,https://openalex.org/A5089582996
https://openalex.org/W2991465737,https://openalex.org/A5089582996
https://openalex.org/W3107000920,https://openalex.org/A5089582996
https://openalex.org/W2989742979,https://openalex.org/A5089582996
https://openalex.org/W2990071765,https://openalex.org/A5089582996
https://openalex.org/W3047821311,https://openalex.org/A5089582996
https://openalex.org/W3196619010,https://openalex.org/A5089582996
https://openalex.org/W2990589279,https://openalex.org/A5089582996
https://openalex.org/W2990851983,https://openalex.org/A5089582996
https://openalex.org/W3048257990,https://openalex.org/A5089582996
https://openalex.org/W4377943111,https://openalex.org/A5089582996
https://openalex.org/W4391129129,https://openalex.org/A5089582996
https://openalex.org/W2989980910,https://openalex.org/A5089582996
https://openalex.org/W2991237778,https://openalex.org/A5089582996
https://openalex.org/W2593182262,https://openalex.org/A5089582996
https://openalex.org/W2984192209,https://openalex.org/A5089582996
https://openalex.org/W2990792725,https://openalex.org/A5089582996
https://openalex.org/W3048087765,https://openalex.org/A5089582996
https://openalex.org/W2893475864,https://openalex.org/A5009081764
https://openalex.org/W4313788434,https://openalex.org/A5009081764
https://openalex.org/W4307099212,https://openalex.org/A5009081764
https://openalex.org/W3199525501,https://openalex.org/A5009081764
https://openalex.org/W4382794016,https://openalex.org/A5009081764
https://openalex.org/W4308339346,https://openalex.org/A5009081764
https://openalex.org/W4281979173,https://openalex.org/A5009081764
https://openalex.org/W3131937410,https://openalex.org/A5009081764
https://openalex.org/W4226057204,https://openalex.org/A5009081764
https://openalex.org/W2892763721,https://openalex.org/A5009081764
https://openalex.org/W3131927390,https://openalex.org/A5009081764
https://openalex.org/W3155111651,https://openalex.org/A5009081764
https://openalex.org/W3157408990,https://openalex.org/A5009081764
https://openalex.org/W3211182248,https://openalex.org/A5009081764
https://openalex.org/W4327517271,https://openalex.org/A5009081764
https://openalex.org/W2770383460,https://openalex.org/A5027601363
https://openalex.org/W2590679559,https://openalex.org/A5027601363
https://openalex.org/W2576844877,https://openalex.org/A5027601363
https://openalex.org/W2886355343,https://openalex.org/A5027601363
https://openalex.org/W2510993342,https://openalex.org/A5027601363
https://openalex.org/W2906175370,https://openalex.org/A5027601363
https://openalex.org/W4307264713,https://openalex.org/A5027601363
https://openalex.org/W2906596282,https://openalex.org/A5027601363
https://openalex.org/W2892501260,https://openalex.org/A5027601363
https://openalex.org/W2991536076,https://openalex.org/A5027601363
https://openalex.org/W4379534957,https://openalex.org/A5027601363
https://openalex.org/W4312423826,https://openalex.org/A5027601363
https://openalex.org/W4403446477,https://openalex.org/A5027601363
https://openalex.org/W2893207814,https://openalex.org/A5027601363
https://openalex.org/W3201379930,https://openalex.org/A5027601363
https://openalex.org/W2784071485,https://openalex.org/A5027601363
https://openalex.org/W2914260670,https://openalex.org/A5027601363
https://openalex.org/W2991283372,https://openalex.org/A5027601363
https://openalex.org/W3090997438,https://openalex.org/A5027601363
https://openalex.org/W4405434647,https://openalex.org/A5027601363
https://openalex.org/W2105179438,https://openalex.org/A5027601363
https://openalex.org/W2604500017,https://openalex.org/A5027601363
https://openalex.org/W2790042089,https://openalex.org/A5027601363
https://openalex.org/W2791105519,https://openalex.org/A5027601363
https://openalex.org/W2792105591,https://openalex.org/A5027601363
https://openalex.org/W3101889793,https://openalex.org/A5090784384
https://openalex.org/W4313788458,https://openalex.org/A5090784384
https://openalex.org/W4399325857,https://openalex.org/A5090784384
https://openalex.org/W4362576028,https://openalex.org/A5090784384
https://openalex.org/W4407868879,https://openalex.org/A5090784384
https://openalex.org/W2734676023,https://openalex.org/A5090784384
https://openalex.org/W3200415629,https://openalex.org/A5090784384
https://openalex.org/W4312655420,https://openalex.org/A5090784384
https://openalex.org/W4200069077,https://openalex.org/A5090784384
https://openalex.org/W3151106980,https://openalex.org/A5090784384
https://openalex.org/W2922336546,https://openalex.org/A5090784384
https://openalex.org/W4384466667,https://openalex.org/A5090784384
https://openalex.org/W2999193902,https://openalex.org/A5090784384
https://openalex.org/W3173263992,https://openalex.org/A5090784384
https://openalex.org/W3204718702,https://openalex.org/A5090784384
https://openalex.org/W4206706412,https://openalex.org/A5090784384
https://openalex.org/W4293060967,https://openalex.org/A5090784384
https://openalex.org/W4383220724,https://openalex.org/A5090784384
https://openalex.org/W4388417233,https://openalex.org/A5090784384
https://openalex.org/W4401373632,https://openalex.org/A5090784384
https://openalex.org/W2952391839,https://openalex.org/A5090784384
https://openalex.org/W2766591191,https://openalex.org/A5090784384
https://openalex.org/W2951688398,https://openalex.org/A5090784384
https://openalex.org/W2978212975,https://openalex.org/A5090784384
https://openalex.org/W4200092854,https://openalex.org/A5090784384
https://openalex.org/W2622036123,https://openalex.org/A5072518832
https://openalex.org/W4288082765,https://openalex.org/A5072518832
https://openalex.org/W2751400056,https://openalex.org/A5072518832
https://openalex.org/W2750327013,https://openalex.org/A5072518832
https://openalex.org/W2894438172,https://openalex.org/A5072518832
https://openalex.org/W4361757885,https://openalex.org/A5072518832
https://openalex.org/W2608021191,https://openalex.org/A5072518832
https://openalex.org/W2991255670,https://openalex.org/A5072518832
https://openalex.org/W3119614183,https://openalex.org/A5072518832
https://openalex.org/W2893525795,https://openalex.org/A5072518832
https://openalex.org/W2801164113,https://openalex.org/A5072518832
https://openalex.org/W2888507465,https://openalex.org/A5072518832
https://openalex.org/W2945896004,https://openalex.org/A5072518832
https://openalex.org/W2981324056,https://openalex.org/A5072518832
https://openalex.org/W2989904641,https://openalex.org/A5072518832
https://openalex.org/W2994885280,https://openalex.org/A5072518832
https://openalex.org/W3168323704,https://openalex.org/A5072518832
https://openalex.org/W4295991181,https://openalex.org/A5072518832
https://openalex.org/W4387443312,https://openalex.org/A5072518832
https://openalex.org/W4388407926,https://openalex.org/A5072518832
https://openalex.org/W4393956883,https://openalex.org/A5072518832
https://openalex.org/W4396646564,https://openalex.org/A5072518832
https://openalex.org/W4400265259,https://openalex.org/A5072518832
https://openalex.org/W4400467888,https://openalex.org/A5072518832
https://openalex.org/W4407363332,https://openalex.org/A5072518832
https://openalex.org/W4413319716,https://openalex.org/A5119347598
https://openalex.org/W4225416415,https://openalex.org/A5068829171
https://openalex.org/W1713004605,https://openalex.org/A5068829171
https://openalex.org/W2781998895,https://openalex.org/A5068829171
https://openalex.org/W3129256108,https://openalex.org/A5068829171
https://openalex.org/W4293063691,https://openalex.org/A5068829171
https://openalex.org/W4295128587,https://openalex.org/A5068829171
https://openalex.org/W4323074707,https://openalex.org/A5068829171
https://openalex.org/W2222374466,https://openalex.org/A5068829171
https://openalex.org/W4362558912,https://openalex.org/A5068829171
https://openalex.org/W4317790523,https://openalex.org/A5068829171
https://openalex.org/W3092563746,https://openalex.org/A5068829171
https://openalex.org/W3137315993,https://openalex.org/A5068829171
https://openalex.org/W3164554690,https://openalex.org/A5068829171
https://openalex.org/W4365459661,https://openalex.org/A5068829171
https://openalex.org/W3092331549,https://openalex.org/A5068829171
https://openalex.org/W3117121824,https://openalex.org/A5068829171
https://openalex.org/W3133000644,https://openalex.org/A5068829171
https://openalex.org/W4376134310,https://openalex.org/A5068829171
https://openalex.org/W3114961581,https://openalex.org/A5068829171
https://openalex.org/W4385770108,https://openalex.org/A5068829171
https://openalex.org/W4390780206,https://openalex.org/A5068829171
https://openalex.org/W4409312302,https://openalex.org/A5068829171
https://openalex.org/W2268109438,https://openalex.org/A5068829171
https://openalex.org/W1679205342,https://openalex.org/A5068829171
https://openalex.org/W2146869235,https://openalex.org/A5068829171
https://openalex.org/W3034940966,https://openalex.org/A5076100970
https://openalex.org/W4210431653,https://openalex.org/A5076100970
https://openalex.org/W3101868971,https://openalex.org/A5076100970
https://openalex.org/W4311405970,https://openalex.org/A5076100970
https://openalex.org/W4313788448,https://openalex.org/A5076100970
https://openalex.org/W4382794419,https://openalex.org/A5076100970
https://openalex.org/W4312287344,https://openalex.org/A5076100970
https://openalex.org/W4388408091,https://openalex.org/A5076100970
https://openalex.org/W2783294665,https://openalex.org/A5076100970
https://openalex.org/W4207037375,https://openalex.org/A5076100970
https://openalex.org/W2887622379,https://openalex.org/A5076100970
https://openalex.org/W2592452405,https://openalex.org/A5076100970
https://openalex.org/W3132770160,https://openalex.org/A5076100970
https://openalex.org/W4390539782,https://openalex.org/A5076100970
https://openalex.org/W4312524552,https://openalex.org/A5076100970
https://openalex.org/W2990273326,https://openalex.org/A5076100970
